customer_id,FICO scores,loansoutstanding,loanamount,income,employmentlength,,default,credit_lines_outstanding
7602707,615,3712.750866,3748.47485,58773.4523,6,,0,0
4951943,552,3308.441678,18042.03529,60513.88204,4,,1,5
6288882,606,3056.005959,8496.600307,76750.28031,8,,0,2
4382360,599,4806.864262,14702.98825,87593.08538,5,,0,3
4144487,679,4392.816559,5063.187358,55462.63115,4,,0,0
1629547,603,3019.475375,446.3892355,44638.92355,3,,0,0
2948051,764,4470.490457,2387.751259,66307.55718,4,,0,0
1237675,736,4357.308441,10823.44917,89452.65138,6,,0,1
7125694,751,2904.436456,3806.284655,45019.50894,4,,0,0
1113748,610,1888.053856,4179.967159,36004.06641,5,,0,1
2512418,663,3167.933042,11269.54487,53739.73516,7,,0,4
7678486,737,2647.608576,3633.448864,69427.6089,6,,0,0
5161636,629,2264.648869,2138.377198,30248.31246,3,,0,0
7365670,689,2673.54163,7233.006733,46791.58228,7,,0,3
6381573,587,3848.509319,18052.44355,60919.57161,4,,1,5
3238472,692,4604.738825,24614.66577,78697.94413,5,,1,5
3252127,706,3372.376095,3405.489888,55026.27562,3,,0,0
8571897,515,4689.997284,7454.473944,89940.20848,8,,0,1
1444612,702,2813.780246,1909.867606,47804.87496,6,,0,0
6562873,638,3369.099325,3477.305329,51756.93553,3,,0,0
6714332,612,3179.923385,6909.539007,77842.18685,6,,0,1
3087069,583,4294.47539,7237.49265,70514.35871,3,,0,0
8010926,720,6148.494512,843.3674406,84336.74406,5,,0,0
6551322,607,5204.224599,5528.201971,106426.3955,4,,0,0
3672265,750,5423.942645,8524.640887,99150.69003,7,,0,1
3068840,662,5259.363393,885.0746882,88507.46882,5,,0,0
6031818,563,3280.272295,18732.54767,67417.22083,3,,1,5
6410292,611,3691.985766,5641.919221,75507.14829,4,,0,0
2195286,754,2800.316359,4540.64595,43040.16541,3,,0,1
2483066,663,1645.741726,3344.06227,37660.8669,7,,0,1
8380627,709,5137.219376,8042.606207,79741.33151,6,,0,1
8926016,576,4455.723618,21759.58907,68241.17866,4,,1,5
1729821,611,4611.226168,25172.40934,87306.38652,5,,1,5
8935419,669,2228.164899,7430.4677,61714.77493,8,,0,2
7713931,612,4477.721762,25525.87565,63190.6675,3,,1,5
2593152,720,6114.066639,10454.60074,90441.83333,5,,0,1
4265770,589,3682.300399,13665.47622,81215.98749,5,,0,2
6694674,578,2305.03445,4681.362495,54885.43693,7,,0,1
2878530,652,3270.453879,570.8356554,57083.56554,5,,0,0
1760607,687,3157.845091,2359.788951,49538.62055,4,,0,0
1083392,633,6547.709898,4572.87505,104214.0756,5,,0,0
2548560,569,5227.129372,30897.38167,83840.58872,4,,1,5
7517038,657,2042.535985,5779.605547,36313.79378,6,,0,2
3279204,754,3509.853269,9434.868921,75551.558,4,,0,1
7787477,642,4911.323807,6452.905939,72112.66078,4,,0,0
3467139,708,1875.113047,2365.397903,29565.60654,2,,0,0
8989969,627,4118.251907,19388.55381,72001.48849,3,,1,5
4618641,745,7042.304481,4137.426549,85413.0674,5,,0,0
3879675,685,2722.706729,8732.939038,48632.57113,7,,0,3
2338819,679,4945.33944,2570.333551,85901.95454,3,,0,0
8127530,697,3003.766079,4053.095356,39932.25513,3,,0,0
2559477,603,3906.630457,16227.27569,56732.91535,1,,1,4
5699479,555,3840.418321,14994.26544,53794.32662,1,,1,5
4675595,687,3670.92571,9596.22646,75718.62338,8,,0,2
2061413,625,2038.609652,2984.174167,42878.6052,6,,0,0
7431458,581,2914.249997,917.3111082,64879.74563,5,,0,0
1638898,633,3707.461716,4634.160556,57597.45492,5,,0,1
8711328,622,4926.741674,18943.13978,72136.00622,4,,1,5
3866572,610,4408.32239,6702.412553,79268.2046,5,,0,1
6610306,584,5390.873161,30441.76235,91844.02459,2,,1,5
3291949,628,6596.195494,16086.9749,91952.22747,4,,0,3
5500676,724,4539.190184,6126.144466,86518.54294,4,,0,0
6789710,620,2313.344837,3211.670516,38124.95405,5,,0,1
5006585,563,3560.648035,5273.74225,60497.19791,6,,0,1
7586510,678,6679.103143,3956.076166,86598.94627,6,,0,0
3578717,602,6064.123004,4651.182782,83316.08541,4,,0,0
7772698,672,3814.162931,6141.232793,67450.1106,5,,0,1
7362864,724,2937.878102,5093.558864,57894.37634,8,,0,2
4085765,626,5227.304902,2691.896355,69170.02023,4,,0,0
3700938,749,4287.42859,7503.36695,77957.79285,4,,0,0
2691552,582,3772.763476,14149.06605,59584.26177,5,,1,5
4418770,693,4629.349219,9963.382976,83891.64859,8,,0,2
4240531,632,5466.033694,9941.901446,86554.77009,6,,0,1
2463684,655,4299.363828,4845.19607,51631.08241,6,,0,1
7987506,693,3941.702572,9223.90984,67277.84361,6,,0,2
1069228,721,3815.899042,3672.601881,53549.49228,3,,0,0
6043209,710,3214.507783,8410.327087,82139.09878,4,,0,1
3696341,541,5114.174723,29777.41208,105098.5136,3,,1,5
7164264,587,3878.313431,7861.594153,60359.34399,6,,0,1
2056764,581,2674.325465,1137.337287,37336.03927,4,,0,0
8838592,572,4429.009343,26716.4405,99683.45517,3,,1,5
1333173,706,5582.363567,12095.47957,103419.2758,3,,0,1
8044249,582,6151.278331,23255.14566,86046.89206,1,,1,4
7513697,710,3290.896426,5657.631026,73486.18279,5,,0,0
6855647,705,5050.121922,9127.972294,97129.87374,6,,0,1
7705484,672,2149.0705,1594.604164,41471.13448,5,,0,0
8353705,568,2448.725785,8633.235167,38825.62225,6,,1,4
2438598,511,4979.313632,4406.527131,72935.39338,4,,0,0
4697237,640,4267.109917,10125.65275,71693.76513,4,,0,1
5606201,709,2869.296274,4440.416974,53726.66419,4,,0,0
8657174,707,3037.025908,6130.814575,62324.67423,2,,0,0
7945285,651,1834.414296,1585.684165,32694.06961,8,,0,0
8544432,662,5291.484161,846.7774634,84677.74634,3,,0,0
6299123,766,5174.483976,13598.12768,96122.43767,7,,0,2
5785982,692,3123.551351,2848.412825,49141.7287,6,,0,0
3913463,590,3726.430399,5573.155053,66898.13695,6,,0,1
5689764,657,4464.454642,6210.64164,73486.70488,5,,0,0
3781641,592,5235.733354,17908.07126,87976.16249,2,,1,3
8759358,718,4784.129283,9097.04171,75518.82694,7,,0,2
2306791,720,4069.066702,2222.133458,79856.59991,3,,0,0
1581185,636,3748.408787,5177.990608,61454.0597,3,,0,0
6093138,654,2042.493602,3838.508156,38660.3946,2,,0,0
8578451,513,3895.269812,4945.140186,59732.50624,4,,0,0
3365880,587,4278.794095,17092.49453,57289.69237,4,,1,5
2293998,671,5164.430161,6421.567001,74164.90788,7,,0,2
7427998,655,2383.024193,3896.092048,44507.78601,5,,0,1
4587569,609,5716.666522,27814.21041,99917.64426,3,,1,5
7648411,641,4970.615776,6453.297616,78572.68649,5,,0,0
7844104,621,6027.724179,5806.646784,73077.46245,4,,0,0
2786846,658,3498.809573,10755.79258,86462.77035,5,,0,1
8633630,594,7880.378251,35666.00602,110619.2778,4,,1,5
8050047,622,2437.191313,11424.01949,66951.35809,5,,0,2
6048680,636,3080.127733,7832.558514,55664.54023,7,,0,2
4922734,603,2752.117415,4798.919493,50608.82719,5,,0,1
1454794,619,4033.267836,674.501641,67450.1641,5,,0,0
7101821,646,3701.529835,3517.488543,108757.5181,6,,0,0
4260463,533,5713.43439,21401.27554,81627.55137,3,,1,4
5918490,672,2775.333229,4337.521174,56307.00135,3,,0,0
2280203,598,2600.417306,6322.254678,57515.94978,6,,0,1
4205161,726,8087.428082,10684.59426,106782.9886,7,,0,1
4765821,641,4993.661861,17091.06383,71136.19395,3,,1,5
5369590,669,3885.381657,6371.889573,61724.55755,2,,0,0
1680523,556,3823.758134,14488.29674,54329.6369,1,,1,4
1118848,659,6149.398454,16834.85218,100334.7139,3,,0,2
5749285,735,4220.273755,4191.787428,62097.69927,6,,0,0
6744637,571,6287.503576,7028.876911,91578.92445,4,,0,0
4991477,509,3305.069595,25520.98329,90774.47952,5,,1,5
2616205,626,4513.34276,6340.695367,83099.56165,5,,0,1
2007934,678,1766.099016,584.4968544,29518.52333,4,,0,0
6889981,634,3517.154827,3036.347572,62988.14903,6,,0,0
6238176,657,4751.479803,6860.502634,64591.80832,6,,0,1
5820678,637,1800.207678,296.5909171,29659.09171,4,,0,0
7946965,684,4613.290613,1555.766149,64583.98545,5,,0,0
2877561,692,3184.872696,3969.38643,43069.59111,2,,0,0
7047567,723,2789.584509,11398.67272,68438.05762,6,,0,2
7069051,562,2689.498576,4004.572287,51192.76073,3,,0,0
5449669,713,2875.904756,5709.994486,46523.24506,7,,0,1
2081349,598,3911.921829,3617.612501,87548.79748,5,,0,0
4580778,584,7179.330435,9808.671634,106704.3437,3,,0,0
7636397,651,4410.02249,8753.394822,81615.07161,6,,0,1
5291335,626,6059.880611,12439.12657,92852.05008,9,,0,2
5567448,583,4509.720845,6913.974978,83146.48342,3,,0,0
4289123,674,3057.966392,6122.499682,65420.05402,5,,0,1
1961905,633,6383.282594,7598.675434,94776.64247,5,,0,0
4612284,559,3976.583011,16262.24358,60513.41862,1,,1,4
8584572,684,3850.363446,11226.8107,72591.03982,6,,0,2
2373091,735,2161.21338,3841.606668,34801.39284,4,,0,1
4267324,636,5876.816909,11012.78109,102082.148,6,,0,1
1269925,756,3873.883058,6417.802407,84764.40821,6,,0,0
2882473,653,3445.65807,4603.413081,57432.49036,5,,0,1
3357892,685,2762.785258,4325.307754,53055.63541,7,,0,1
7617481,682,3796.11828,5896.570324,77839.42879,4,,0,0
2553234,774,2699.789507,680.4998763,41406.15383,7,,0,0
7890012,697,5207.648647,8965.955823,87991.7105,5,,0,1
2165351,614,3214.882664,1999.123479,53423.72172,3,,0,0
6733204,584,4720.508454,27947.97458,92090.59824,3,,1,5
5096588,641,2267.137681,4199.813052,34491.6855,4,,0,1
6528734,643,1513.430554,2244.788712,23559.2695,4,,0,0
2021963,680,2531.447219,4757.480327,49892.87125,4,,0,0
5423923,679,3606.145796,6250.846741,60756.29889,5,,0,1
3772158,563,1796.157595,2207.473922,25010.49189,3,,0,0
1067669,742,2299.140531,2811.547627,36483.06858,3,,0,0
4744929,532,3119.189274,14707.21334,52337.50182,2,,1,5
4906003,607,4615.493085,14784.73985,57558.67918,6,,1,5
4981578,686,1676.725984,7647.5926,33732.56011,4,,1,4
5001814,634,3575.01957,5101.294701,63226.38732,5,,0,0
2440434,730,4211.644124,8643.382528,69078.4778,7,,0,2
1273611,545,2415.207956,4946.684255,62122.91383,6,,0,1
8373345,531,4790.726048,3236.670635,73466.87582,5,,0,0
7431518,697,2884.87081,3317.616697,49870.52536,7,,0,1
3215472,677,3924.027779,1269.6574,50712.61537,1,,0,0
5557443,656,3294.758388,1939.218362,62843.21378,5,,0,0
1030143,634,2785.562364,6000.632244,47328.74131,5,,0,2
2906359,751,5253.969111,8804.099595,76769.75496,5,,0,1
7285064,645,3459.988698,5361.699369,59771.98294,6,,0,1
4058072,587,3874.611528,3206.100312,72266.90664,6,,0,0
3002299,555,4243.873888,8509.170811,74644.89747,6,,0,2
4792678,556,6120.536516,26221.02363,92202.28574,4,,1,5
1335117,648,3949.704843,9605.213264,85565.77455,5,,0,1
3783531,562,3872.037505,20563.88969,97590.82395,7,,0,4
7258185,596,3966.361901,6527.980392,59602.04717,6,,0,1
3859923,554,4146.561685,5398.562837,64375.34127,3,,0,0
6665216,667,4009.047569,7732.618698,90525.96665,6,,0,1
5851653,632,3100.809827,14054.89085,52521.44393,3,,1,4
1737356,525,3206.807748,11331.42777,63168.28394,3,,0,2
3611286,649,4110.704846,3694.286204,60717.99748,3,,0,0
4570465,587,6163.80366,22891.73376,74879.65589,3,,1,5
6383101,712,4110.069891,4137.760699,59412.10933,6,,0,1
6928881,667,5223.989125,7286.720638,80991.62193,5,,0,1
6990394,645,3245.900545,5009.467425,67426.65003,6,,0,0
3118724,646,6254.294876,11407.09564,90949.14318,3,,0,1
5864535,606,4104.430298,14233.09362,63489.52438,5,,1,4
3224310,598,4277.033817,4359.413104,58893.09953,4,,0,0
2135773,612,4371.119339,6693.943774,62842.60262,6,,0,1
3498275,490,4489.257545,17259.83077,68401.78688,2,,1,5
5627376,635,4524.685153,15769.59733,78829.16466,7,,0,4
6894544,694,2857.504441,4060.096054,45065.01727,4,,0,0
8038807,686,6344.103973,7070.706589,76047.41915,5,,0,1
5136010,655,6862.67927,7079.410363,99700.10233,3,,0,0
5894894,521,3417.068064,3531.732672,50605.67841,4,,0,0
5183117,672,5018.65874,6452.636268,101785.6326,4,,0,0
2168984,533,5789.876446,13089.75902,85299.5896,6,,0,3
8919556,673,3379.990953,4498.1144,55641.25311,6,,0,1
8873003,683,3815.773053,4200.687468,58757.99978,2,,0,0
3190566,548,5194.982427,8474.763456,63814.34365,3,,0,2
6891209,628,3136.403561,3087.738958,57318.21955,6,,0,0
2349734,749,3740.981862,9458.390922,66417.17914,8,,0,2
8019493,607,6385.692022,26030.90423,105021.1982,5,,1,4
2721623,685,3175.865888,3578.399513,48466.67143,4,,0,0
4408488,650,4250.229531,11937.99899,61705.29339,8,,0,4
4155437,568,3975.339515,11809.40062,64345.1119,4,,0,3
5746142,681,6425.52202,9610.401872,89511.87532,4,,0,1
8582355,662,5020.632179,8967.049059,74044.40332,8,,0,2
4417198,566,5095.76272,7560.917967,92145.33913,4,,0,0
5918878,580,3227.726625,2620.095856,45176.62211,6,,0,0
6985554,597,6160.555766,11017.64312,91417.51615,7,,0,1
4500354,656,4241.954095,12817.87288,81565.23724,4,,0,2
6542730,741,3456.057137,9359.40711,55679.87011,8,,0,3
4894594,695,4119.77832,5600.84323,72583.89993,5,,0,0
7814104,669,2130.744776,2260.426609,40854.25593,3,,0,0
7337338,716,2420.921903,4096.213675,40491.83663,7,,0,2
6490869,666,4632.523416,6998.099411,83267.6424,7,,0,1
2100829,733,5652.163333,7471.88945,93847.57552,6,,0,1
2385096,475,1245.36597,636.920466,18464.58613,3,,0,0
4963158,558,3648.628104,2660.769199,53321.52026,3,,0,0
1976547,589,4353.616955,26918.99298,85320.42731,4,,1,5
8352529,633,6283.730938,2867.416421,92429.01896,3,,0,0
6557988,686,6465.619257,25788.52416,86209.90661,4,,1,5
6757594,689,2554.192452,2032.891786,62794.4263,4,,0,0
3842204,673,3303.413563,14081.08903,54065.82427,3,,1,5
7964164,649,1838.417197,9226.523255,40724.00693,5,,0,3
2685945,579,5827.699094,26595.77806,88404.12011,2,,1,5
3553471,592,2955.884729,2922.809204,46471.17864,4,,0,0
2118635,591,6125.745268,2375.164565,86482.23586,2,,0,0
2044719,728,2609.55343,12031.06091,41105.84434,5,,1,5
8419252,649,2322.380465,2440.027074,38492.15745,4,,0,0
1925180,642,3953.622655,16652.62854,56219.61162,3,,1,5
2852293,626,6358.093287,16610.19224,95430.26906,5,,0,2
1628363,615,772.9706822,1988.146746,19082.80078,3,,0,1
6747106,655,3702.538282,2408.572436,75499.27123,5,,0,0
7595098,752,4250.859078,6010.114775,73057.85734,7,,0,1
8425387,582,5958.102339,12941.4633,70002.34484,4,,0,3
2332956,520,3479.502788,14931.80856,56988.92226,4,,1,5
5328237,626,3325.686655,13134.21962,86012.03221,4,,0,2
5269776,637,4738.594387,6702.079563,94982.72693,3,,0,0
8724194,558,4194.339297,17940.14287,67188.66182,3,,1,5
2437702,715,5720.344503,10217.00208,89321.99075,6,,0,1
8399441,547,4545.342262,6554.99744,81556.14511,5,,0,0
3964026,683,6631.715979,8289.561229,103171.7885,3,,0,0
4415763,669,2863.629712,2979.892352,49107.01107,2,,0,0
7500422,616,6263.446796,15525.82364,86388.75053,5,,0,2
2429834,606,5268.472872,17191.48776,84271.81285,4,,0,3
5976325,682,3494.585538,5019.361403,74639.60108,3,,0,0
4795685,694,2233.040504,5462.21697,49571.76917,6,,0,1
8528290,571,5413.322548,3473.557926,73277.28454,4,,0,0
6538976,605,5069.924765,27061.74485,87752.8963,4,,1,5
6203032,760,6724.54209,3738.62143,87012.98514,2,,0,0
6864481,648,3278.505192,4650.685435,64489.68835,5,,0,0
4294684,693,4694.615787,4860.423871,74006.95216,4,,0,0
3063966,652,4881.630077,19837.04438,82526.13401,5,,1,4
1899325,706,4224.620829,3210.856377,87341.92211,5,,0,0
4231925,585,4366.062947,11417.62362,96329.80726,3,,0,1
6328138,613,1628.224064,1178.728237,22945.51843,3,,0,0
6282008,640,3736.312607,10222.41948,59826.47942,3,,0,2
4074480,674,2503.071141,3989.566811,35775.83173,6,,0,1
8605191,594,5754.108133,1727.817099,73168.31154,4,,0,0
3674432,696,4046.886347,8056.459594,67156.01152,5,,0,1
4719420,595,4821.075352,7447.861135,80906.49679,6,,0,1
7579723,682,3889.452505,14572.86442,58593.22685,2,,1,4
6505931,522,3338.48609,5389.226165,70779.95097,5,,0,0
2136532,710,3312.712812,2932.9688,59845.70049,5,,0,0
7212875,673,7757.389118,13847.32655,105325.469,6,,0,2
3666279,631,2141.99784,2516.832393,42500.5186,3,,0,0
8294885,775,3353.219834,7784.64305,52503.9492,7,,0,2
1436334,683,5444.719522,6443.983359,72190.37068,4,,0,0
6649387,615,1791.898603,2484.332424,43474.80633,4,,0,0
2325952,692,7257.145233,33846.5435,121346.0514,0,,1,4
7506533,659,7516.613946,34431.28513,110858.505,3,,1,5
5935610,523,3838.979905,17987.11053,69364.65894,6,,1,5
7583358,653,4442.595893,5781.417232,76842.99478,7,,0,1
6979004,557,4085.634878,820.6393796,82063.93796,4,,0,0
8099678,725,3973.657805,9369.089493,63687.96336,5,,0,2
3122757,645,5318.358155,6846.42862,90137.15643,5,,0,1
3735509,643,5043.896491,14816.74108,83481.06361,5,,0,3
6163884,656,3692.192911,6227.510502,64364.64003,7,,0,1
5449290,547,8729.634257,15180.99072,116289.8622,5,,0,2
2624090,591,5737.754755,17009.67596,81150.56651,5,,0,3
8552887,670,5288.426456,5237.528081,83910.92987,6,,0,1
8737744,535,5192.897588,11918.63576,87466.95298,3,,0,1
4788945,680,4865.847316,15238.16133,93768.87711,6,,0,2
8849531,604,2582.405695,1459.953649,39906.80807,2,,0,0
6350228,587,4613.023974,6629.04622,102596.7528,2,,0,0
5953991,680,1559.787581,4601.123932,25489.21675,3,,0,2
3659357,610,3964.219887,3297.161548,58981.56294,2,,0,0
7715955,688,4686.171327,6981.038364,66798.16522,5,,0,1
2951271,736,7870.565358,5059.104252,96649.44895,6,,0,0
7692292,629,4232.818033,5699.713752,77013.16561,5,,0,0
8896053,565,4175.187748,2875.543945,59508.3302,4,,0,0
4182456,635,2492.606451,4228.410783,51304.71935,5,,0,0
7173017,502,6277.60766,29268.30503,96766.69729,4,,1,5
7662017,751,3420.828745,3552.974616,62838.86515,5,,0,0
4080181,636,4646.266068,13442.32491,60701.68951,2,,1,3
4458023,637,2602.371704,5358.833175,53109.93483,7,,0,1
1769864,627,8638.366979,32789.35274,111631.4497,4,,1,5
1743855,808,1398.610404,2649.708007,21976.97259,4,,0,1
4733481,628,4073.509733,2605.016456,58722.57072,5,,0,0
8926250,699,5147.240256,24172.04657,80263.5013,5,,1,5
6982915,571,2044.175904,2822.32483,53291.82315,5,,0,0
8801271,656,1161.622575,4358.676331,15679.04216,3,,1,5
1994622,702,2400.011482,2940.287718,41179.41264,3,,0,0
5577735,598,4408.530867,6526.566353,80855.42605,3,,0,0
4739563,583,6055.781329,11669.25375,94461.80098,3,,0,1
2831029,585,3562.599104,5049.934779,51958.08895,6,,0,1
8768241,631,3048.242505,2320.84863,51686.57087,3,,0,0
3465582,710,3480.248736,5225.467493,54702.68846,4,,0,0
5166994,587,5539.953278,6018.77226,82383.01556,4,,0,0
7434183,595,3103.399217,13222.35757,56943.83738,5,,1,4
4916162,718,5315.399029,12105.95241,116033.6859,5,,0,1
3940405,696,5103.454463,6494.28236,70119.71569,4,,0,1
4974939,641,3182.855198,5625.584262,66305.75915,5,,0,0
7930626,597,4414.107643,8292.948642,78644.36769,5,,0,0
1483377,636,2782.976666,4693.405651,61574.74352,5,,0,0
1869686,622,2134.55906,6982.246551,33955.82279,2,,1,3
7583003,705,4108.411025,6109.221156,68403.83758,4,,0,0
4963164,627,3518.762182,13286.8404,66812.45997,5,,0,3
6270923,587,6213.579561,11450.60109,100836.8991,4,,0,1
8469963,466,4424.819601,20384.26767,73983.50212,5,,1,5
2815777,676,4149.558504,12611.42901,68989.27516,4,,0,3
5736580,665,4655.037497,17805.15733,61878.03605,4,,1,5
1048623,645,4774.75626,4469.535616,77772.30174,6,,0,0
6467769,536,4280.901448,21337.62586,71207.07966,3,,1,5
4473386,670,1900.986419,3847.513701,41253.23552,4,,0,0
4467576,577,5149.749879,11248.29766,76558.43967,3,,0,2
3991729,648,1798.781031,1125.853784,30965.75281,6,,0,0
1473500,693,2886.299266,8551.678397,72421.27727,8,,0,2
4127457,638,4526.204583,18263.57037,68132.125,2,,1,5
3819169,653,3593.848813,648.4536847,64845.36847,5,,0,0
8301445,726,4380.282081,7210.509415,81805.58229,6,,0,1
3937900,610,4288.289789,3218.942708,75866.45738,2,,0,0
3112394,607,2837.829935,5097.639862,56393.90288,5,,0,1
5647158,744,5050.294751,8271.918182,77954.06858,6,,0,1
1520115,708,2083.689551,5628.897462,37749.53899,7,,0,3
7892975,640,3041.2662,3628.841776,49445.67245,4,,0,0
2431885,642,2808.36336,633.7052285,59887.20754,4,,0,0
5243213,655,3877.815839,7412.771296,80568.18389,4,,0,0
6999739,536,2853.326396,3086.037758,43838.53453,5,,0,0
6375728,573,2282.40746,2915.238449,40307.78339,3,,0,0
6207716,596,4029.120901,23608.0297,70688.73847,4,,1,5
7629971,578,3837.924807,20105.33823,60772.965,4,,1,5
5894347,678,3688.934763,8472.725133,60837.93048,6,,0,2
8471910,481,3983.6763,6719.219449,93956.24066,6,,0,0
6645706,626,3647.987402,4436.611986,61807.09221,6,,0,1
7463831,599,3928.799813,2929.216684,59258.86563,6,,0,0
2254219,671,4480.301345,7388.165976,83998.12004,3,,0,0
1208264,719,3921.39497,7101.469091,64138.13594,5,,0,1
4007276,652,4428.731632,1871.354794,78621.65929,4,,0,0
4657503,689,3296.807754,3882.950911,58194.52692,4,,0,0
4096201,672,3477.427531,11703.17663,56829.66987,3,,1,3
4511773,686,5295.409696,7681.703656,69913.65807,2,,0,0
6685377,508,2279.573451,4207.273725,38656.46856,4,,0,1
6399908,508,6612.864461,26867.80342,95484.20393,3,,1,5
3632088,632,3592.64706,13832.80847,66806.85845,6,,0,3
6652713,674,5254.585205,4235.009482,78727.73528,6,,0,0
4171785,711,6132.273139,11441.89538,87718.39444,5,,0,1
8466806,610,2788.659451,4281.230091,65894.18233,5,,0,0
6717133,611,5781.08226,26382.09481,83838.47345,4,,1,5
1795767,563,5700.276794,26488.38806,92408.95124,3,,1,5
5593974,687,4084.190132,1954.807927,71765.78224,4,,0,0
7251499,680,3125.744929,5527.530353,88913.64545,6,,0,0
5449533,617,5654.793166,6422.752118,83433.35351,5,,0,1
7863317,650,2407.832733,3965.907967,41116.64213,4,,0,0
4994481,691,6288.85966,8659.953799,87570.08513,4,,0,1
7590166,630,3900.251669,7899.511848,79331.86049,5,,0,1
6471692,647,1820.797385,3193.597105,42945.18409,6,,0,0
2725587,731,4666.030644,2868.036196,68800.0631,5,,0,0
6809367,648,5759.938932,22075.14038,82613.51713,3,,1,4
6603449,632,6769.018957,3353.974162,98358.51469,1,,0,0
3116295,644,4924.18635,19222.27301,68772.97856,2,,1,5
5314521,701,4546.658146,9184.921934,78897.65907,5,,0,1
8749364,597,2701.848689,3896.229771,63045.80042,5,,0,0
7388400,618,1638.272823,9853.210742,31180.11516,2,,1,5
1822990,586,4309.2374,4339.783315,66627.25159,5,,0,0
1614863,606,4553.580228,942.5882575,94258.82575,5,,0,0
1326443,608,4917.211867,7313.751921,93533.48746,3,,0,0
6620420,601,2886.126559,5083.890754,63053.82913,3,,0,0
8215007,611,2786.896539,8267.909213,78945.05344,5,,0,1
8097159,604,2653.699417,5212.351275,48634.33793,6,,0,1
3944581,610,6497.219051,9015.379962,124317.1693,4,,0,0
5219766,684,6605.685327,13085.73352,84427.7947,3,,0,1
6314026,658,5387.692424,8408.482367,77271.27691,5,,0,1
6915560,557,2312.683171,23734.39916,66450.11905,5,,1,5
3076393,607,4921.612545,12795.9136,69407.04713,4,,0,3
3136897,539,5057.670629,10220.47239,100113.9828,6,,0,1
4884959,665,4265.324672,10992.81977,70174.59124,5,,0,2
1810103,666,4379.556894,6895.11199,66764.16367,6,,0,1
3302159,746,3097.726306,5869.772482,46601.89065,5,,0,1
4533385,547,5587.896567,6187.078156,93643.05616,3,,0,0
8681980,683,4018.074746,5967.563042,61029.69369,5,,0,1
5681159,572,6340.113662,2492.875088,111272.6914,2,,0,0
3229628,647,4618.442648,2520.068873,66941.65827,3,,0,0
8214578,614,5047.954915,6863.730333,76614.1146,5,,0,0
2744800,555,3409.418479,8977.27172,79663.98756,6,,0,2
8081952,555,2318.533799,3953.867057,35303.43939,7,,0,1
7683882,536,5684.717836,17655.18611,86966.27279,5,,1,4
8203165,670,3834.651319,4786.764461,66277.55024,5,,0,0
